
-------------------------------------------------------------------------------------------------
Iniciando inserción de jornada
-------------------------------------------------------------------------------------------------
Partido 4440628 ya procesado anteriormente. Liga: 2, Jornada: 27, Local: 58, Visitante: 56
Partido 4440970 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 72, Visitante: 68
Partido 4440976 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 69, Visitante: 73
Partido 4440969 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 65, Visitante: 70
Partido 4440973 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 71, Visitante: 57
Partido 4440974 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 63, Visitante: 59
Partido 4428724 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 36, Visitante: 25
Partido 4440977 ya procesado anteriormente. Liga: 4, Jornada: 27, Local: 66, Visitante: 74
Partido 4428716 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 20, Visitante: 27
Partido 4428723 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 38, Visitante: 33
Partido 4428721 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 34, Visitante: 43
Partido 4428717 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 32, Visitante: 37
Partido 4428718 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 24, Visitante: 42
Partido 4428720 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 28, Visitante: 23
Partido 4428715 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 22, Visitante: 26
Partido 4428719 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 35, Visitante: 31
Partido 4428722 ya procesado anteriormente. Liga: 3, Jornada: 27, Local: 29, Visitante: 30
Partido 4428076 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 13, Visitante: 21
Partido 4428070 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 7, Visitante: 19
Partido 4428072 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 4, Visitante: 2
Partido 4428075 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 14, Visitante: 17
Partido 4428077 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 18, Visitante: 3
Partido 4428071 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 15, Visitante: 12
Partido 4428074 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 5, Visitante: 11
Partido 4428073 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 1, Visitante: 9
Partido 4428069 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 6, Visitante: 10
Partido 4428078 ya procesado anteriormente. Liga: 1, Jornada: 27, Local: 16, Visitante: 8
Partido 4479459 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 85, Visitante: 91
Partido 4479460 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 89, Visitante: 79
Partido 4479454 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 82, Visitante: 86
Partido 4479455 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 88, Visitante: 92
Partido 4479458 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 94, Visitante: 75
Partido 4479456 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 81, Visitante: 84
Partido 4479452 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 80, Visitante: 83
Partido 4479457 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 93, Visitante: 90
Partido 4479453 ya procesado anteriormente. Liga: 5, Jornada: 27, Local: 78, Visitante: 87
Todas las inserciones finalizaron correctamente.

-------------------------------------------------------------------------------------------------
Inserción de jornada finalizada
-------------------------------------------------------------------------------------------------

Tiempo total de ejecución: 0 minutos y 11.95 segundos
